#{"t_start": 1765501525.993047, "env_id": "None"}
r,l,t
24.389698,56,1.002326
19.951715,49,1.364799
655.675517,708,4.349342
29.792123,56,4.736268
27.150833,58,5.13146
42.300726,95,5.679032
173.691267,235,6.766306
377.811108,511,8.937689
30.801315,52,9.303386
155.480879,217,10.31612
19.542174,46,10.657944
62.377429,95,11.194601
103.944981,149,11.944812
95.513443,153,12.702106
309.62664,423,14.530275
90.227589,125,15.190965
20.345533,48,15.546572
1091.663084,1001,19.672695
260.405205,310,21.86149
40.879183,83,22.351222
897.127599,1001,26.494317
535.298971,1001,30.588031
556.583213,1001,34.697929
28.639161,62,35.110082
32.075381,70,35.545347
718.185354,938,40.163003
31.269883,59,40.561723
46.917997,78,41.031002
263.10954,318,42.459092
1055.435907,1001,46.592656
747.925366,1001,50.745395
799.362381,1001,54.903582
92.142638,145,55.664439
31.105751,53,56.055661
615.020868,1001,60.98788
32.536945,62,61.395302
325.877911,421,63.24039
26.355793,50,63.605841
931.324777,1001,67.755214
844.533596,1001,71.903375
48.929356,87,72.41945
29.217192,57,72.809753
106.326814,199,73.766931
710.08839,746,77.67166
335.170175,424,79.524325
20.678617,47,79.874889
287.282958,614,82.489861
207.349344,238,83.896409
31.667877,56,84.283524
214.470037,388,85.994792
659.678096,1001,90.158524
24.053328,54,90.540718
26.906574,60,90.94394
20.004253,47,91.296187
622.78594,1001,96.231948
266.438531,473,98.282654
26.031761,54,98.663603
24.725516,56,99.050217
24.313716,52,99.424265
37.501842,73,99.87685
22.938546,50,100.240027
378.020628,418,102.077727
877.495883,1001,106.240963
64.613692,110,106.849323
172.859013,252,108.013504
509.938189,954,111.976971
23.198864,44,112.319457
43.097445,87,112.831701
28.215964,45,113.175916
43.767873,73,113.632708
389.377449,475,116.466625
965.831661,1001,120.649824
27.193873,48,121.008647
654.144458,1001,125.165025
56.468335,85,125.670163
750.470716,895,129.395903
25.123533,46,129.746018
460.035987,686,133.39698
52.834522,122,134.045762
779.86945,1001,138.228372
873.699646,1001,142.438997
34.519068,61,142.847713
234.512787,1001,147.025529
136.362546,257,148.218594
884.293798,1001,153.146042
92.75644,143,153.882257
25.81818,57,154.275026
53.629606,119,154.912414
382.391311,502,157.086571
396.296393,953,161.049262
26.339364,55,161.435379
239.37019,353,163.096381
57.922207,84,163.646625
27.933458,55,164.111801
29.394468,52,164.489234
