#{"t_start": 1765723992.5887308, "env_id": "None"}
r,l,t
2259.963468,1001,4.758394
2212.482262,1001,8.947145
2051.380185,1001,13.162285
2125.628536,1001,17.512326
2316.180014,1001,22.67144
2227.010777,1001,27.132367
2033.824012,1001,31.691241
1892.264839,1001,36.003597
1745.457466,1001,41.033772
2170.350823,1001,45.277417
1847.877354,1001,49.54457
2337.895053,1001,53.911274
514.189094,246,55.195243
547.133945,262,57.346698
2165.74745,1001,61.696529
2002.673913,1001,65.970275
454.748394,209,66.983717
852.273971,607,69.767415
2092.248281,1001,74.113382
2385.627222,1001,79.213112
2314.601886,1001,84.007909
978.100516,541,86.541689
2341.513586,1001,91.218602
2214.979647,1001,97.04676
2055.507203,1001,102.074176
2375.860688,1001,106.693053
1847.933327,1001,111.281156
2215.1136,1001,116.838758
2047.437127,1001,121.756486
2427.521393,1001,126.145422
1744.421618,1001,130.468062
2115.564516,1001,135.813908
2042.459242,1001,140.202016
2291.71535,1001,144.531974
600.968666,346,146.115329
2339.096241,1001,150.36863
2370.082061,1001,155.411263
2211.477024,1001,159.67348
542.47121,260,160.906126
2263.572457,1001,165.158212
2157.944768,1001,169.412837
2195.436295,1001,174.671297
2215.443867,1001,178.915806
1933.076178,1001,183.220775
2200.805563,1001,187.491759
2016.109701,1001,192.508737
2223.312383,1001,196.775122
2295.340657,1001,201.050814
1353.572251,776,204.450576
2344.700005,1001,209.45919
646.674234,335,211.01055
2104.584112,1001,215.305451
2057.123135,1001,219.607368
2356.98548,1001,224.258066
2346.939475,1001,229.253999
1328.226835,746,232.472208
249.401426,157,233.293583
2037.304705,1001,237.558868
2082.70231,1001,241.819955
2371.097331,1001,246.830925
2393.05551,1001,251.100304
2127.07053,1001,255.370901
2150.952841,1001,259.6388
2152.425328,1001,264.665248
1991.972462,1001,268.945792
2144.989878,1001,273.250344
982.018757,522,275.567355
2410.019715,1001,279.843595
2045.664519,1001,284.884756
2260.852483,1001,289.166389
1958.53464,1001,293.45775
607.121597,286,294.798727
2218.991962,1001,299.068186
2396.592419,1001,304.14193
2364.498914,1001,308.427489
2109.416302,1001,312.736456
2099.915126,1001,317.013404
1871.262219,1001,322.087693
1836.394851,1001,326.382487
495.072774,225,327.480065
313.686671,252,328.681617
178.50772,128,329.377311
2306.862125,1001,333.676263
2124.069955,1001,338.724777
2277.523139,1001,342.995033
2209.680221,1001,347.273047
981.622615,518,349.585894
513.848622,247,350.77492
515.749322,239,351.922954
2081.360123,1001,356.978038
2226.784665,1001,361.256447
2179.397733,1001,365.550593
2028.558692,1001,369.828079
2215.647592,1001,374.861127
2396.033134,1001,379.173799
574.765425,285,380.517706
2005.53484,1001,384.794009
2143.862513,1001,389.067747
2356.652425,1001,394.121751
2175.180894,1001,398.422118
2419.898387,1001,402.692151
2128.798966,1001,406.978697
2068.844904,1001,412.110138
2007.372243,1001,416.420649
1669.014935,1001,420.824935
2240.050657,1001,425.177044
2194.546266,1001,430.427966
508.208147,230,431.586341
2060.963047,1001,435.972492
1980.572731,1001,440.385566
1122.405745,603,443.115662
501.127866,238,444.30071
2153.320542,1001,449.46876
1830.237395,1001,453.887741
2109.236178,1001,458.263756
2377.791297,1001,463.027686
1763.648139,1001,467.464987
2427.142468,1001,473.175627
1756.390957,1001,477.542927
2408.964515,1001,481.910168
2361.923014,1001,486.266272
2221.002296,1001,491.415233
933.949576,494,493.599926
595.039231,443,495.583662
2153.758999,1001,499.832802
2020.450454,1001,504.092164
2305.250856,1001,509.107939
2150.125779,1001,513.341479
2362.54549,1001,517.585702
2201.03463,1001,521.815296
2305.241356,1001,526.813152
2217.103512,1001,531.421459
1853.040415,1001,535.675816
2099.146697,1001,539.924223
735.326359,383,541.674256
2243.295168,1001,546.666101
480.674547,238,547.802003
2388.333464,1001,552.042888
1832.599782,1001,556.300797
2170.384881,1001,561.345918
2091.949712,1001,565.616206
1773.753725,1001,569.887292
2361.093332,1001,574.127223
2294.795786,1001,578.356479
2209.969921,1001,583.345741
2332.589211,1001,587.630566
2069.756698,1001,591.865271
2168.935855,1001,596.115015
2364.104889,1001,601.101853
1503.912783,883,604.865251
223.085101,174,605.744367
646.695169,343,607.312096
2304.426807,1001,611.536744
1802.680262,1001,616.551342
516.906175,235,617.676646
1842.544738,1001,621.903667
2238.450008,1001,626.152076
2228.833582,1001,630.385843
2234.46672,1001,635.363984
2149.38407,1001,639.605152
492.135244,221,640.674175
2255.596335,1001,644.909819
1877.601987,1001,649.137883
2138.015872,1001,654.164159
2370.606675,1001,658.862581
1389.735651,780,662.975774
517.143748,254,664.276354
1745.972187,1001,668.548846
2337.657482,1001,673.547561
1802.702199,1001,677.935877
1950.980311,1001,682.204962
1992.526132,1001,686.476143
2134.163527,1001,691.551357
562.089601,271,692.898403
2166.654601,1001,697.162817
2214.074035,1001,701.851311
2067.905121,1001,706.708068
2244.830666,1001,712.134997
1862.846354,1001,716.474782
2335.886622,1001,720.768914
565.142441,255,721.982549
487.690786,225,723.088626
2072.591275,1001,727.34699
2266.226826,1001,732.358203
1559.158566,913,736.265913
2012.973229,1001,740.576812
1780.780065,1001,745.130999
2112.242472,1001,750.137813
2141.081126,1001,754.37477
2075.922513,1001,758.612145
1992.343292,1001,762.871222
493.444179,252,764.070559
2105.774446,1001,769.073309
1914.020601,1001,773.33833
2145.571778,1001,777.572036
2298.52751,1001,781.808336
1698.100435,1001,786.820524
548.937765,251,788.015546
2155.171774,1001,792.260064
2005.973176,1001,796.505958
1724.292738,1001,800.759755
2171.163288,1001,805.799008
2068.003281,1001,810.03656
2267.027723,1001,814.266283
2221.083812,1001,818.539626
603.398227,309,820.732295
2210.636365,1001,824.975417
2344.311272,1001,829.193923
2208.196664,1001,833.423034
2437.108345,1001,838.511217
402.174164,271,839.802511
1903.976548,1001,844.06186
2009.102578,1001,848.326923
2026.300131,1001,852.550336
566.504285,271,853.818826
556.997481,276,855.118314
2435.582332,1001,860.121913
2194.236166,1001,864.356069
2128.412481,1001,868.597797
2230.567662,1001,872.837452
1951.49375,1001,877.857672
1995.415797,1001,882.140263
529.290764,251,883.347298
2060.611504,1001,887.592532
1937.550441,1001,891.85104
1873.028735,1001,896.85906
2226.798995,1001,901.097448
504.162679,261,902.324803
2028.840549,1001,906.586932
2410.420829,1001,910.814402
1791.495937,1001,915.819267
1775.164691,1001,920.061423
2373.150178,1001,924.503517
2147.788566,1001,928.880761
2201.517783,1001,933.87474
2352.174236,1001,938.113915
2353.042873,1001,942.353631
2237.311526,1001,946.589959
504.811845,226,948.425775
484.904702,221,949.491354
515.440385,235,950.619345
1581.994612,927,954.578017
121.004257,86,955.095683
507.182441,226,956.188887
2125.843046,1001,960.425521
2126.54744,1001,964.679001
2313.201024,1001,969.684903
2294.840415,1001,973.922055
2339.625984,1001,978.162287
2005.888602,1001,982.403105
2174.346819,1001,987.400247
1840.395575,1001,991.651453
506.79507,266,992.913331
1948.297019,1001,997.186893
2115.887827,1001,1001.437015
2192.756001,1001,1006.430527
2163.547862,1001,1010.697519
1995.345652,1001,1015.490572
2349.893722,1001,1020.091048
2130.916964,1001,1025.53976
2348.717474,1001,1029.850681
2266.983824,1001,1034.369768
1894.73481,1001,1038.657291
2077.057261,1001,1043.712352
2044.898858,1001,1048.298411
512.424967,234,1049.434822
2404.185442,1001,1053.684854
2204.834386,1001,1057.943044
2399.388082,1001,1062.972954
500.829007,244,1064.142369
93.339334,70,1064.59681
2348.641278,1001,1068.850662
2289.300069,1001,1073.096055
2291.332313,1001,1077.393123
2326.103465,1001,1082.454632
530.039982,274,1083.743562
1980.329517,1001,1088.015963
1791.501326,1001,1092.343976
2141.966946,1001,1097.36948
928.392365,508,1099.630686
2222.288681,1001,1103.879678
589.83991,280,1105.207452
2211.007932,1001,1109.493321
2380.728489,1001,1113.914679
555.351168,270,1116.072567
2118.997401,1001,1120.411114
1921.650802,1001,1124.660081
496.085609,236,1125.800053
1983.80931,1001,1130.065674
1890.799284,1001,1135.11498
2083.903969,1001,1139.413439
1865.619778,1001,1143.682291
1896.127839,1001,1147.960557
545.735454,255,1149.171724
1911.320107,1001,1154.561718
1727.297315,1001,1158.836126
2392.033213,1001,1163.114674
1849.235996,1001,1167.374883
2082.178705,1001,1172.405524
2345.119092,1001,1176.657699
2380.136557,1001,1180.953499
2386.764037,1001,1185.595195
2458.587575,1001,1190.694332
1823.453845,1001,1194.992298
2136.991075,1001,1199.263583
2009.734865,1001,1203.529615
568.371295,268,1204.821974
2204.589397,1001,1209.864462
2146.712042,1001,1214.127912
2317.141817,1001,1218.37886
1773.512588,1001,1222.697758
1986.853984,1001,1227.945177
2306.256969,1001,1232.207843
2365.422621,1001,1236.461408
2057.445275,1001,1240.72077
1966.166096,1001,1245.772867
2231.823973,1001,1250.060061
2142.769079,1001,1254.333755
2345.678625,1001,1258.604918
2260.145211,1001,1263.612035
2148.184415,1001,1267.88327
1638.411732,922,1271.857606
1995.676789,1001,1276.129276
2026.358881,1001,1280.406767
2312.597081,1001,1285.456979
2362.692464,1001,1289.725763
2316.611344,1001,1293.97332
788.20018,406,1295.809935
2214.896351,1001,1300.856219
2164.822828,1001,1305.15768
622.494752,294,1306.535961
2334.386674,1001,1310.808556
2032.679336,1001,1315.079743
600.572434,277,1316.442594
2336.70953,1001,1321.80198
1835.77394,1001,1326.077879
1939.559816,1001,1330.34086
2133.984095,1001,1334.826723
2246.359007,1001,1339.914684
2268.884657,1001,1344.208619
2144.409047,1001,1348.517221
2240.111219,1001,1352.785505
2132.374578,1001,1357.838494
2116.275365,1001,1362.185547
2089.729096,1001,1366.465447
1842.929736,1001,1370.753185
