#{"t_start": 1765467516.457665, "env_id": "None"}
r,l,t
0.0,59,1.066928
0.0,44,1.418937
0.0,46,1.781107
0.0,1001,6.048746
0.0,1001,10.321145
0.0,1001,14.856853
0.0,90,15.411773
0.0,59,15.827968
0.0,69,16.285215
0.0,46,16.646509
0.0,418,18.528039
0.0,55,18.928757
0.0,762,23.141508
0.0,67,23.574218
0.0,80,24.066592
0.0,57,24.464922
0.0,58,24.891763
0.0,294,26.537821
0.0,65,26.986896
0.0,1001,31.213211
0.0,1001,35.575187
0.0,1001,40.703439
0.0,920,44.582267
0.0,90,45.116527
0.0,1001,49.358466
0.0,297,51.012526
0.0,431,52.983237
0.0,392,54.874702
0.0,129,55.572557
0.0,1001,60.908022
0.0,1001,65.224161
0.0,1001,69.528695
0.0,1001,74.031642
0.0,55,74.674912
0.0,152,75.588889
0.0,906,80.891572
0.0,762,84.410919
0.0,60,84.887081
0.0,53,85.311739
0.0,53,85.750359
0.0,457,87.817499
0.0,1001,92.477927
0.0,88,93.025468
0.0,60,93.54484
0.0,126,94.287559
0.0,643,97.339649
0.0,59,97.765168
0.0,60,98.186946
0.0,1001,103.936175
0.0,752,107.34489
0.0,1001,111.63776
0.0,66,112.113329
0.0,1001,116.432525
0.0,51,116.805185
0.0,1001,122.082051
0.0,63,122.538473
0.0,1001,126.790362
0.0,488,128.940646
0.0,52,129.343222
0.0,1001,133.797216
0.0,56,134.209474
0.0,53,134.651737
0.0,1001,139.103895
0.0,49,140.41095
0.0,347,142.030739
0.0,87,142.580564
0.0,1001,147.129592
0.0,628,149.825073
0.0,64,150.275377
0.0,665,153.089099
0.0,1001,157.412591
0.0,1001,162.513103
0.0,42,162.84832
0.0,94,163.401019
0.0,65,163.837795
0.0,1001,168.004529
0.0,43,168.347837
0.0,1001,172.948356
0.0,924,176.869394
0.0,39,177.189951
0.0,42,177.569409
0.0,61,178.036668
0.0,1001,183.453159
0.0,1001,188.014736
0.0,58,188.411626
0.0,175,189.276851
0.0,924,193.102761
0.0,51,193.484643
0.0,57,193.873995
0.0,40,194.211531
0.0,59,194.626007
0.0,58,195.019691
0.0,476,197.063365
0.0,57,197.451405
0.0,52,197.835461
0.0,42,198.169437
0.0,56,198.567827
0.0,47,199.902436
0.0,581,202.463749
0.0,61,202.881816
0.0,232,204.022182
0.0,1001,208.334944
0.0,1001,212.648399
0.0,1001,217.273543
0.0,83,217.844307
0.0,523,221.369332
0.0,81,221.883285
0.0,1001,226.228391
0.0,943,230.674891
0.0,56,231.16984
0.0,56,231.670847
0.0,56,232.148148
0.0,1001,236.765787
0.0,51,237.208184
0.0,1001,242.863695
0.0,47,243.232574
0.0,331,244.778558
0.0,56,245.17981
0.0,471,247.291247
0.0,461,249.371258
0.0,60,249.794787
0.0,462,251.87535
0.0,359,253.520365
0.0,77,254.010159
0.0,80,254.512459
0.0,60,255.001083
0.0,1001,259.430674
0.0,59,259.848475
0.0,190,261.782267
0.0,683,264.754528
0.0,306,266.177464
0.0,51,266.554504
0.0,952,270.624193
0.0,51,271.005323
0.0,311,272.448554
0.0,1001,276.714041
0.0,1001,281.935704
0.0,1001,286.212732
0.0,1001,290.487382
0.0,134,291.210652
0.0,1001,295.497153
0.0,1001,300.713542
0.0,56,301.10733
0.0,75,301.596433
0.0,1001,305.86723
0.0,1001,310.168736
0.0,52,310.563971
0.0,66,311.001669
0.0,1001,315.247223
0.0,683,319.151336
0.0,48,319.514068
0.0,139,320.265489
0.0,47,320.639372
0.0,1001,324.967596
0.0,73,325.504286
0.0,45,325.925242
0.0,127,326.617446
