#{"t_start": 1765838548.832291, "env_id": "None"}
r,l,t
17.166381,18,2.332085
21.07459,25,4.345781
19.896661,22,6.27672
15.493825,20,7.859524
17.271617,20,9.43275
16.535273,22,10.856418
16.40976,21,12.453282
18.246907,19,13.755049
22.471413,20,14.881286
19.37491,21,16.225864
18.811081,24,18.136531
16.952013,19,19.874049
15.443347,19,21.428723
15.101351,19,22.780589
15.656636,18,24.561271
17.089247,22,26.136784
15.738682,18,27.915327
85.022815,117,37.390296
23.898759,22,39.203943
19.306749,21,41.25303
23.577985,25,43.355188
15.274848,18,44.914569
18.207699,20,46.710217
18.761825,25,48.803864
14.743763,21,50.632382
14.68071,19,52.646997
15.119472,20,54.45241
274.435095,319,78.925413
15.466004,20,80.461736
18.44049,22,81.869601
16.459931,22,83.189288
53.21167,72,86.416071
15.209793,19,87.145334
21.822578,24,88.198364
20.756167,24,89.280993
17.379008,21,90.865236
17.397269,18,92.196342
19.084646,19,93.512301
17.229044,18,94.998995
16.697623,18,96.530535
14.26864,19,98.324682
15.751437,20,99.889341
19.195333,19,101.430804
16.276295,21,102.993777
22.13598,21,104.591338
12.997943,18,106.120529
14.993582,19,107.665717
24.973026,25,109.802736
241.382413,323,129.764742
17.182846,19,130.783872
17.751343,23,132.630689
21.067008,21,134.434298
15.768658,19,135.994606
14.564127,18,137.541525
21.18325,21,139.400271
14.415411,18,140.694149
15.237523,18,142.214562
17.08128,20,143.790338
16.026638,21,145.328824
18.447553,23,147.19587
20.650189,22,148.802103
25.272831,29,151.287315
17.833988,18,153.365021
16.562317,21,155.431437
15.406203,19,157.018937
21.247484,21,159.122543
16.372359,20,161.257965
15.079455,20,163.112972
17.581697,20,164.911492
18.806645,21,166.712405
20.650869,22,168.833865
16.039538,18,170.357731
19.023782,20,171.9252
18.760321,20,173.470945
23.039527,24,175.600153
19.303236,18,177.144433
20.746973,22,179.274807
19.218839,21,180.84497
17.179186,18,182.392034
18.960448,21,183.961896
14.368223,20,185.524755
17.685496,22,187.39152
14.734667,18,188.947816
16.703729,20,191.048927
18.9031,21,192.934822
19.725503,20,194.516093
45.772524,73,201.375629
13.209363,19,202.946981
22.900694,21,204.559613
16.664513,20,206.370482
16.026813,21,207.96044
16.208174,19,209.742742
14.792461,21,211.573678
18.17833,20,213.418852
16.066476,22,215.513384
19.554337,20,217.334311
16.208644,22,218.914217
21.547093,22,220.780945
16.251701,22,222.378778
18.979797,22,224.215184
17.573487,20,225.536268
19.409151,21,227.67484
21.94689,22,229.494457
17.348585,21,231.367433
17.934163,20,233.176759
14.971158,20,234.977854
16.195156,21,237.094038
189.631408,279,258.948243
16.288344,20,260.563055
17.199469,18,262.116923
18.267962,21,263.983681
16.361861,21,266.344797
20.653401,22,268.255235
20.071506,19,269.857249
15.570429,20,271.672135
19.773482,22,273.324127
16.245266,19,274.890689
18.293578,21,276.517689
16.084254,22,277.85484
20.095503,22,279.203709
17.279801,20,280.525544
16.034216,18,281.557553
14.724847,18,282.570194
17.998543,19,284.192729
22.124644,20,285.836461
20.416688,21,287.456878
18.849156,23,288.827855
20.34291,22,290.68458
18.059087,20,292.570354
141.449224,169,304.558177
15.729167,20,306.435027
20.903081,25,309.130597
15.399462,21,311.280418
22.423714,21,312.630573
16.976081,22,314.833865
14.896958,18,316.426677
19.175641,23,318.919923
16.259242,20,321.30134
15.486561,19,323.190694
18.518036,22,325.346443
15.347181,19,334.326305
18.462456,21,335.973439
13.914327,18,337.021917
18.651776,20,338.120407
20.40622,23,339.260105
16.928498,18,340.03701
20.518007,20,340.811535
20.268457,24,341.631643
18.579838,22,342.442352
534.67258,843,388.926342
17.890382,24,390.040468
18.715991,20,391.089605
20.162092,21,392.151365
20.931775,21,393.20473
44.288573,74,396.86918
20.233049,20,397.92235
17.432409,21,399.024964
16.057725,20,399.819987
75.567097,119,403.199151
16.765197,21,404.782381
522.267496,682,440.29553
16.197663,22,441.135976
16.623127,23,441.685065
16.912433,21,442.216132
19.754364,22,443.055596
17.971783,21,443.572537
16.83571,20,444.103303
14.628324,21,444.667622
17.016673,21,445.228091
21.21123,21,446.296387
44.444929,72,451.518501
27.355652,31,454.066999
14.666457,19,455.384588
20.308658,25,456.789987
17.176852,19,458.12205
15.373573,18,459.138992
17.222787,21,460.735033
24.186305,25,461.846951
16.74581,21,463.204194
19.299043,20,464.29108
15.435723,19,465.374581
16.736769,20,466.689125
22.998426,24,467.808686
13.715677,19,468.594456
137.723318,179,476.201003
14.680489,19,476.965605
18.232314,20,478.345989
18.690984,22,479.707241
297.637142,449,500.597181
22.218239,23,502.802404
14.065515,20,504.107671
18.721614,26,505.283955
16.489296,21,506.117046
18.927952,23,507.250403
18.398962,21,508.067606
24.041406,24,508.902511
20.373918,21,509.709473
19.657027,22,510.791956
18.168526,17,511.254341
16.579384,18,512.287641
44.976095,75,516.197938
15.606394,19,517.529289
14.072773,18,518.824697
17.719851,19,520.117579
16.023781,20,521.187724
18.907022,22,523.063628
15.375255,23,524.430572
20.23796,20,525.217628
18.8698,20,526.047796
19.922855,20,526.842227
17.268547,20,527.645942
19.029335,20,528.709015
205.850402,221,539.108744
14.377893,20,539.884471
20.543778,22,540.436916
13.505025,20,549.386596
22.093013,24,549.984054
19.826573,24,550.59175
14.631304,19,551.100298
14.567656,21,551.948133
15.981097,19,552.74518
609.241662,816,577.759243
18.540609,25,578.366483
14.85077,20,578.900354
20.89258,20,579.699963
19.486554,21,580.523194
19.154545,21,581.375699
18.068256,23,581.922116
78.97396,133,585.221575
19.15205,20,585.735328
17.613103,20,586.534657
20.191469,25,587.683058
20.566045,25,589.354292
20.250885,21,590.702769
19.270107,22,592.055654
14.673915,20,593.401173
19.346712,20,594.450831
17.562028,23,595.558924
12.519661,19,596.334206
20.426573,22,597.688975
22.957196,26,599.095795
21.788428,26,599.966794
14.80505,21,600.775571
17.487288,21,601.56168
24.272221,24,602.39539
214.504223,286,609.926979
114.821777,132,614.593841
18.966928,20,615.11484
21.617396,22,616.236158
19.831437,25,617.114055
16.79273,22,618.195194
18.688872,20,619.024895
14.451942,18,619.841457
21.2924,21,620.37726
15.581359,20,620.922264
414.187411,551,639.465227
20.543878,22,640.28439
