#{"t_start": 1765838549.5497758, "env_id": "None"}
r,l,t
16.318087,19,1.874016
174.369977,223,18.115904
16.266437,21,19.893439
18.396033,20,21.723365
18.512472,21,23.541142
17.89306,18,25.074565
15.314738,20,26.87651
17.094794,20,28.69854
16.263531,20,29.956234
17.600141,20,31.517503
17.246294,21,33.104019
17.852957,19,34.613099
17.471377,21,36.406035
13.052287,19,38.169583
15.484556,20,40.221329
16.211897,19,41.99806
18.8444,19,43.275474
13.53946,19,45.075577
23.817472,24,46.917688
18.279125,18,48.681842
19.0968,22,50.503134
18.675542,19,52.290002
15.41061,21,54.10363
17.770693,21,55.914732
17.713946,21,57.426857
15.201845,23,58.99646
18.342603,24,60.843659
16.172843,20,62.464389
16.948838,17,63.760915
13.975292,19,65.558679
13.690005,19,67.375451
21.46311,21,69.44011
19.059158,20,70.973981
15.662368,19,72.471207
19.450936,21,73.755047
21.232353,21,75.067037
19.315434,19,76.341876
23.808905,25,77.935261
17.556343,19,79.453791
16.243125,21,80.824654
75.206037,124,86.776385
20.727023,21,87.8018
17.742528,23,88.887382
21.774993,23,90.509332
17.120328,19,91.832318
20.840763,21,93.666924
17.829028,20,95.208534
21.462744,23,97.32361
13.656981,18,98.575452
13.655398,21,100.147437
20.664165,21,101.705433
20.148738,20,103.281405
13.450982,19,104.854746
20.732572,23,107.216605
19.736279,20,108.758878
19.338411,20,110.301516
22.476689,22,112.132816
14.448039,20,113.176697
19.9327,22,114.581599
48.720962,79,119.98891
15.543026,21,121.544156
17.108795,20,123.102856
16.010914,20,124.126459
14.105971,19,125.143139
16.999055,22,125.928129
16.892762,19,126.946007
21.303734,23,127.755752
16.35839,18,128.748629
18.604816,20,129.801504
14.649478,19,131.589163
24.160033,24,133.43126
19.334147,21,135.277122
20.69727,20,137.124671
17.86892,19,138.686101
64.178317,96,146.162117
20.518736,19,147.730553
19.21233,19,149.569366
20.839226,22,151.416298
12.695762,19,153.487488
16.102854,21,155.052532
17.105203,21,156.91251
16.097751,21,159.333233
14.618751,19,161.183978
113.237634,175,176.131464
18.330382,21,178.272219
16.530445,19,179.803672
15.136389,21,181.394154
45.893262,64,186.673886
15.605837,23,189.094177
16.065766,18,190.633141
15.039019,19,192.483908
17.74511,21,194.341792
16.178695,21,195.958977
18.851525,23,198.162073
18.729187,19,200.012598
17.731906,19,201.60278
15.853778,19,203.179474
14.41023,19,204.726244
16.017838,18,206.005687
15.022683,19,207.56005
15.635156,20,209.357274
15.277879,21,211.199264
15.660641,21,213.043354
17.777263,20,215.398944
16.054554,21,217.217913
18.603791,24,218.83792
16.302593,21,220.4376
20.566326,21,222.24694
17.637252,21,223.845797
15.953942,20,225.440061
16.06153,19,227.247173
20.417932,20,229.047834
17.360543,19,230.368676
15.033021,20,232.177793
17.956996,19,233.973284
17.132982,20,235.819792
20.985068,21,237.644716
24.936083,30,239.64625
17.355459,20,241.011073
13.864554,18,242.570469
19.036688,23,244.459479
56.265747,90,251.825615
17.273802,19,253.163744
