#{"t_start": 1765716539.648502, "env_id": "None"}
r,l,t
450.336754,255,1.768321
485.122742,258,2.96784
575.632217,311,4.374539
504.211938,280,5.665308
100.121935,81,6.15289
488.068296,233,7.239129
470.065406,261,8.430241
255.926635,164,9.259794
426.303987,212,10.263705
120.257785,87,10.768927
83.539197,56,11.155435
166.688198,207,12.356008
187.45627,127,13.041326
463.251001,224,14.10281
427.220882,196,15.044984
157.995946,101,15.612342
161.087229,162,16.416512
458.696579,217,17.446461
375.824433,267,18.66722
471.446292,325,20.149221
505.896791,235,22.101046
441.474492,206,23.184521
91.382721,77,23.671078
105.639107,62,24.089597
76.55877,57,24.487089
502.169002,235,25.600327
462.807456,211,26.608033
593.282416,307,28.055664
167.58364,175,28.95275
465.539899,223,30.013408
403.850185,216,31.092748
480.874246,234,32.236132
478.629655,224,33.307086
510.263688,240,34.457996
436.195118,198,35.425674
608.033599,350,36.993349
482.968165,224,38.05654
88.922728,57,38.458777
147.809007,143,39.194601
546.9898,273,40.468407
61.61748,58,40.873405
458.154636,220,42.692899
476.249767,258,43.928591
454.092789,225,44.987782
445.171892,280,46.302778
586.448233,320,47.744612
91.745293,62,48.160477
432.623851,220,49.223909
528.891188,304,50.653356
99.662741,84,51.167867
474.985114,240,52.302883
361.056904,169,53.160688
398.623566,198,54.156124
464.923356,222,55.212746
120.813006,88,55.733956
414.399897,214,56.759836
445.676152,218,57.809435
506.054797,250,58.974337
495.751032,226,60.045511
448.394362,217,61.08144
448.396148,278,63.152606
646.843283,446,65.132953
410.369227,200,66.092559
473.066406,233,67.185901
126.87149,87,67.706292
71.561302,49,68.092484
472.06473,272,69.373487
412.040667,188,70.29526
211.205409,178,71.178499
168.09329,131,71.882224
98.568679,74,72.35322
399.454305,199,73.332144
152.300393,120,73.986343
134.358163,128,74.664056
88.388773,67,75.095972
439.839042,212,76.380555
438.265237,214,77.682625
430.913522,226,78.828793
455.918462,208,79.85723
123.273582,90,80.390356
348.164546,229,81.481982
91.49609,71,81.93446
170.522072,117,82.577767
600.922399,329,84.862177
86.602421,57,85.263202
453.72232,222,86.332759
475.92669,217,87.378043
508.115445,240,88.513883
504.955605,236,89.626835
322.189837,270,90.869098
69.644959,53,91.249706
459.470781,225,92.325279
143.433536,105,92.91234
296.546077,218,93.957145
458.779653,349,95.533831
622.288999,344,97.097941
402.36499,189,98.023345
380.800659,368,99.668247
92.79233,63,100.085055
563.892266,323,101.58451
513.371427,379,103.359108
399.586672,190,104.33006
432.230351,223,106.161748
520.681804,258,107.374995
388.12901,187,108.303392
159.407904,108,108.903355
634.52135,347,110.475959
468.954731,225,111.557449
459.624273,209,112.582366
476.216764,219,113.643657
421.064799,223,114.713622
642.643227,333,116.22394
407.940825,220,117.277605
501.123965,242,118.420807
117.992962,97,118.979926
490.229183,245,120.137403
63.939264,45,120.485103
517.019176,317,121.944467
683.76892,409,123.772725
112.210757,111,124.392525
466.650712,218,126.176957
109.175366,81,126.67285
446.063917,206,127.671475
548.016829,313,129.115694
435.678908,215,130.166355
159.745531,132,130.869568
573.352869,344,132.432953
171.947516,116,133.066995
420.666906,205,134.064385
473.571355,215,135.099893
585.971504,298,136.478694
88.893524,60,136.89152
544.026272,252,138.087065
152.229547,108,138.691124
144.813735,140,139.427956
462.838637,222,140.502594
473.343671,227,141.593453
482.287452,254,142.794887
125.06736,103,143.385266
342.620381,255,144.58369
550.545693,352,146.935468
471.538045,220,148.364445
484.30241,249,149.678411
509.177968,250,150.877926
433.417187,191,151.818603
465.029398,206,152.823107
509.546499,244,154.020154
455.888268,447,156.00387
417.461682,201,156.991355
112.064356,90,157.655397
433.021744,210,158.78232
443.206843,226,159.882637
366.157779,281,161.188975
413.982628,236,162.3239
98.128318,71,162.784109
557.627868,283,164.108057
91.625744,70,164.556765
340.083897,261,165.775224
381.653757,179,166.677339
520.521894,302,168.838769
491.058218,239,169.985607
425.903522,209,170.997802
459.933971,220,172.059181
693.915341,400,173.851685
375.407193,195,174.806605
507.167595,248,175.972924
64.918439,44,176.331636
591.886951,308,177.751709
499.093105,234,178.871384
64.211567,48,179.231588
82.628628,61,179.647022
121.039628,86,180.160289
446.172272,208,181.174815
433.712045,216,182.218729
77.037905,57,182.62245
585.124515,315,184.072962
435.933046,256,185.27329
448.656747,249,186.446413
305.090354,264,187.678662
537.878821,276,189.705345
526.807303,275,190.994694
500.600819,254,192.209499
478.932942,227,193.2985
438.446081,209,194.31645
441.473292,217,195.363758
461.326368,349,196.94236
110.400106,82,197.444109
196.076125,162,198.266508
494.044516,254,199.4609
422.362179,198,200.433061
641.682739,395,202.193458
442.200552,207,203.20561
509.591503,249,204.384414
60.657383,46,204.742453
525.980485,261,205.967441
405.349981,187,206.900356
123.03674,95,207.459817
457.905721,213,209.239393
499.119043,232,210.355347
479.916165,269,211.663539
509.507883,256,212.879276
471.709903,223,213.954735
548.654127,274,215.2455
336.434046,308,216.662547
473.864023,219,217.728811
448.764982,232,218.842851
488.263371,242,219.995954
406.868661,326,221.486936
115.868511,98,222.050438
409.586822,191,223.000589
419.130824,202,223.987655
227.330157,153,224.773976
118.071995,77,225.253756
184.592614,189,226.190234
425.001016,237,227.318358
760.487533,483,230.192858
503.710723,259,231.41943
470.622065,247,232.601784
490.078774,227,233.693532
110.767661,72,234.15397
46.266186,36,234.465071
149.79099,137,235.190022
578.007737,322,236.668549
518.033484,255,237.875648
487.344493,241,239.022998
524.492701,251,240.218104
288.142893,259,241.433682
483.507517,243,242.59535
435.163994,269,243.852387
208.587864,138,244.577872
102.340549,64,245.01235
525.923215,341,246.566864
414.499275,194,247.530779
423.937926,196,248.492733
474.109098,226,250.330909
470.149102,226,251.433716
89.74144,62,251.8645
527.321517,379,253.652282
515.178849,351,255.257545
197.394001,132,255.976327
468.438726,223,257.066564
479.587905,303,258.513004
463.642612,208,259.552416
482.406393,225,260.656913
610.046444,338,262.22067
266.568522,225,263.322582
377.924634,180,264.239702
430.72592,215,265.30619
548.668852,351,266.91877
666.38828,385,268.673143
456.610431,252,269.890042
231.23192,161,271.474557
474.89292,246,272.667888
427.237789,205,273.690558
591.979769,366,275.388711
100.385743,77,275.894642
436.908679,228,277.006737
126.785939,92,277.567626
65.517769,48,277.94896
634.166658,441,279.929666
163.70851,107,280.54793
133.084638,91,281.101734
527.512213,266,282.374013
457.450698,230,283.503039
476.575896,224,284.599397
455.245488,216,285.663759
472.217996,249,286.85627
332.849423,199,287.857405
579.292521,362,289.523208
681.92173,393,292.073231
476.452471,244,293.262933
405.072682,213,294.320917
488.478184,253,295.552024
498.06939,251,296.765972
256.366567,225,297.86819
479.126952,223,298.961814
320.113955,275,300.260129
449.439841,203,301.280074
537.101992,339,302.840811
455.482054,233,303.980354
92.881591,73,304.459272
451.703699,214,305.524377
428.769928,191,306.490048
121.651898,74,306.977157
895.483564,594,309.582784
546.938677,283,310.920448
395.254693,217,312.746347
137.18444,104,313.356491
468.088826,214,314.412016
455.15101,220,315.492407
467.810356,225,316.589
472.956458,244,317.767892
116.831579,94,318.33715
67.475839,49,318.725263
439.428881,217,319.795651
507.633565,286,321.150947
471.095189,285,322.49824
497.025664,267,323.770514
420.785112,206,324.800525
449.977644,215,325.860435
89.597603,70,326.330443
552.622597,270,327.619101
559.072706,429,329.557546
329.791873,228,330.672014
79.28307,61,331.104223
553.825249,343,333.449026
584.620168,325,334.96131
122.470452,88,335.502944
144.145694,132,336.21952
581.343082,376,337.942166
445.526933,219,339.055854
451.936223,220,340.142484
420.792422,230,341.266506
504.926947,267,342.551125
526.679956,267,343.824864
443.910744,325,345.325519
70.488169,54,345.72646
672.515958,440,347.696693
215.567549,202,348.701943
517.090012,254,349.92265
569.683496,303,351.340099
469.917178,243,352.515121
