#{"t_start": 1765464494.421109, "env_id": "None"}
r,l,t
0.0,16,0.83724
0.0,16,1.049049
0.0,16,1.259284
0.0,16,1.474058
0.0,16,1.689122
0.0,16,1.908411
0.0,16,2.125953
0.0,16,2.346946
0.0,16,2.572792
0.0,16,2.874734
0.0,16,3.087461
0.0,16,3.298404
0.0,16,3.516648
0.0,16,3.741072
0.0,16,3.95504
0.0,16,4.202283
0.0,16,4.41873
0.0,16,4.632864
0.0,16,4.851336
0.0,16,5.069803
0.0,16,5.296411
0.0,16,5.516439
0.0,16,5.741511
0.0,16,5.969364
0.0,16,6.196214
0.0,16,6.407836
0.0,16,6.611961
0.0,16,6.828601
0.0,16,7.041223
0.0,16,7.26456
0.0,16,7.471092
0.0,16,7.695359
0.0,16,7.919229
0.0,16,8.134286
0.0,16,8.353439
0.0,16,8.581244
0.0,16,8.808671
0.0,16,9.02662
0.0,16,9.236225
0.0,16,9.45501
0.0,16,9.664599
0.0,16,9.872095
0.0,16,10.081694
0.0,16,10.293144
0.0,16,10.500937
0.0,16,10.715594
0.0,16,10.933113
0.0,16,11.150398
0.0,16,11.37477
0.0,16,11.591683
0.0,16,11.804173
0.0,16,12.016143
0.0,16,12.234737
0.0,16,12.456616
0.0,16,12.670553
0.0,16,12.879375
0.0,16,13.094676
0.0,16,13.305274
0.0,16,13.52249
0.0,16,13.745238
0.0,16,13.953951
0.0,16,14.17134
0.0,16,14.393465
0.0,16,14.614103
0.0,16,14.833393
0.0,16,15.069309
0.0,16,15.304851
0.0,16,15.542464
0.0,16,15.774351
0.0,16,15.993988
0.0,16,16.206554
0.0,16,16.429052
0.0,16,16.644253
0.0,16,16.848669
0.0,16,17.060802
0.0,16,17.27765
0.0,16,17.495607
0.0,16,17.704255
0.0,16,17.914067
0.0,16,18.127369
0.0,16,18.341222
0.0,16,18.556656
0.0,16,18.795383
0.0,16,19.010907
0.0,16,19.216564
0.0,16,19.417642
0.0,16,19.624248
0.0,16,19.8336
0.0,16,20.046426
0.0,16,20.26179
0.0,16,20.477127
0.0,16,20.695088
0.0,16,20.90357
0.0,16,21.136687
0.0,16,21.370903
0.0,16,21.600599
0.0,16,21.830893
0.0,16,22.062661
0.0,16,22.292107
0.0,16,22.514982
0.0,16,22.743849
0.0,16,22.957095
0.0,16,23.164518
0.0,16,23.381381
0.0,16,23.598181
0.0,16,23.806108
0.0,16,24.009223
0.0,16,24.223817
0.0,16,24.441762
0.0,16,24.649362
0.0,16,24.870725
0.0,16,25.082004
0.0,16,25.308637
0.0,16,25.522113
0.0,16,25.743278
0.0,16,25.968726
0.0,16,26.274159
0.0,16,26.533956
0.0,16,26.752147
0.0,16,26.96963
0.0,16,27.209101
0.0,16,27.435402
0.0,16,27.660454
0.0,16,27.883905
0.0,16,28.112532
0.0,16,28.329631
0.0,16,28.551756
0.0,16,28.753097
0.0,16,28.969876
0.0,16,29.196264
0.0,16,29.421683
0.0,16,29.652288
0.0,16,29.861095
0.0,16,30.06191
0.0,16,30.266255
0.0,16,30.466594
0.0,16,30.683426
0.0,16,30.903708
0.0,16,31.127416
0.0,16,31.353025
0.0,16,31.582416
0.0,16,31.803924
0.0,16,32.028149
0.0,16,32.243913
0.0,16,32.458221
0.0,16,32.66075
0.0,16,32.888148
0.0,16,33.114791
0.0,16,33.339669
0.0,16,33.567583
0.0,16,33.793174
0.0,16,34.01232
0.0,16,34.255015
0.0,16,34.474526
0.0,16,34.702426
0.0,16,34.93281
0.0,16,35.144693
0.0,16,35.363608
0.0,16,35.586972
0.0,16,35.810368
0.0,16,36.039718
0.0,16,36.277651
0.0,16,36.509345
0.0,16,36.72455
0.0,16,36.947219
0.0,16,37.168383
0.0,16,37.389728
0.0,16,37.606574
0.0,16,37.824238
0.0,16,38.043944
0.0,16,38.251375
0.0,16,38.466551
0.0,16,38.675526
0.0,16,38.890549
0.0,16,39.107013
0.0,16,39.318102
0.0,16,39.53021
0.0,16,39.731835
0.0,16,39.954558
0.0,16,40.163875
0.0,16,40.37422
0.0,16,40.59834
0.0,16,40.817602
0.0,16,41.036852
0.0,16,41.248098
0.0,16,41.46264
0.0,16,41.664598
0.0,16,41.875656
0.0,16,42.09348
0.0,16,42.300673
0.0,16,42.530898
0.0,16,42.768139
0.0,16,42.989035
0.0,16,43.220288
0.0,16,43.430718
0.0,16,43.633734
0.0,16,43.835076
0.0,16,44.049039
0.0,16,44.248491
0.0,16,44.454833
0.0,16,44.675516
0.0,16,44.889904
0.0,16,45.092826
0.0,16,45.295869
0.0,16,45.508866
0.0,16,45.726779
0.0,16,45.956943
0.0,16,46.170033
0.0,16,46.380244
0.0,16,46.592759
0.0,16,46.815529
0.0,16,47.034661
0.0,16,47.242596
0.0,16,47.458402
0.0,16,47.66625
0.0,16,47.880639
0.0,16,48.089072
0.0,16,48.305224
0.0,16,48.529398
0.0,16,48.753813
0.0,16,48.978076
0.0,16,49.204365
0.0,16,49.44155
0.0,16,49.671921
0.0,16,49.899476
0.0,16,50.117666
0.0,16,50.335122
0.0,16,50.554221
0.0,16,50.7587
0.0,16,50.979368
0.0,16,51.185174
0.0,16,51.401229
0.0,16,51.60999
0.0,16,51.827198
0.0,16,52.041442
0.0,16,52.257398
0.0,16,52.469978
0.0,16,52.675729
0.0,16,52.877773
0.0,16,53.080549
0.0,16,53.28616
0.0,16,53.540389
0.0,16,53.774366
0.0,16,54.011961
0.0,16,54.248775
0.0,16,54.471481
0.0,16,54.687633
0.0,16,54.914589
0.0,16,55.124818
0.0,16,55.34118
0.0,16,55.546057
0.0,16,55.769295
0.0,16,55.975769
0.0,16,56.195219
0.0,16,56.424358
0.0,16,56.647523
0.0,16,57.739196
0.0,16,57.957839
0.0,16,58.197301
0.0,16,58.434762
0.0,16,58.65218
0.0,16,58.863138
0.0,16,59.085052
0.0,16,59.29705
0.0,16,59.515975
0.0,16,59.725422
0.0,16,59.943185
0.0,16,60.157547
0.0,16,60.364604
0.0,16,60.580554
0.0,16,60.79102
0.0,16,61.011378
