#{"t_start": 1765464744.356073, "env_id": "None"}
r,l,t
0.0,16,0.894426
0.0,16,1.106497
0.0,16,1.318665
0.0,16,1.52547
0.0,16,1.735527
0.0,16,1.936926
0.0,16,2.143371
0.0,16,2.347355
0.0,16,2.550252
0.0,16,2.757247
0.0,16,2.966887
0.0,16,3.170873
0.0,16,3.377903
0.0,16,3.602844
0.0,16,3.807254
0.0,16,4.030885
0.0,16,4.268783
0.0,16,4.502138
0.0,16,4.734873
0.0,16,4.974944
0.0,16,5.204383
0.0,16,5.437536
0.0,16,5.659486
0.0,16,5.880811
0.0,16,6.087319
0.0,16,6.304073
0.0,16,6.528504
0.0,16,6.735453
0.0,16,6.939651
0.0,16,7.144648
0.0,16,7.34799
0.0,16,7.554573
0.0,16,7.777949
0.0,16,8.005134
0.0,16,8.235507
0.0,16,8.468063
0.0,16,8.697929
0.0,16,8.931943
0.0,16,9.148329
0.0,16,9.366328
0.0,16,9.596793
0.0,16,9.820329
0.0,16,10.027649
0.0,16,10.230067
0.0,16,10.432846
0.0,16,10.63744
0.0,16,10.842541
0.0,16,11.063306
0.0,16,11.268273
0.0,16,11.473577
0.0,16,11.676066
0.0,16,11.879282
0.0,16,12.083152
0.0,16,12.285914
0.0,16,12.487788
0.0,16,12.6909
0.0,16,12.893834
0.0,16,13.112243
0.0,16,13.317872
0.0,16,13.522887
0.0,16,13.730139
0.0,16,13.931518
0.0,16,14.138699
0.0,16,14.36052
0.0,16,14.563615
0.0,16,14.780832
0.0,16,15.010901
0.0,16,15.241918
0.0,16,15.470156
0.0,16,15.681203
0.0,16,15.882271
0.0,16,16.085325
0.0,16,16.292135
0.0,16,16.498043
0.0,16,16.697636
0.0,16,16.900632
0.0,16,17.103713
0.0,16,17.312485
0.0,16,17.517487
0.0,16,17.719422
0.0,16,17.921956
0.0,16,18.138467
0.0,16,18.365715
0.0,16,18.593777
0.0,16,18.813339
0.0,16,19.017089
0.0,16,19.257346
0.0,16,19.48978
0.0,16,19.716235
0.0,16,19.948474
0.0,16,20.181094
