#{"t_start": 1766078274.868989, "env_id": "None"}
r,l,t
0.169173,142,1.310814
3.271967,953,5.291524
7.356564,1001,9.47555
0.085237,52,9.846551
0.715865,204,10.814188
2.689649,346,12.36396
0.340851,95,12.89855
3.806436,1001,17.054056
3.955053,1001,22.067257
6.433946,1001,26.24135
10.759602,1001,30.403655
0.210104,63,30.824919
0.6397,244,31.980327
0.17572,51,32.349674
0.229925,65,32.772309
1.03982,279,34.047403
4.609493,1001,39.005714
0.539653,205,40.014867
4.405986,1001,44.192437
9.318731,1001,48.353491
0.154863,54,48.730693
0.177468,50,49.092417
6.58096,1001,53.285175
4.403987,1001,58.293276
0.164115,50,58.654965
1.377558,256,59.839859
0.143017,52,60.214649
7.454228,1001,64.380455
1.567248,399,66.133839
3.882912,1001,70.29463
8.964993,1001,75.470322
0.288563,164,76.295965
0.273835,69,76.743326
0.086312,94,77.285113
3.882193,1001,81.427674
5.293725,1001,85.60002
0.158072,51,85.963003
4.939414,685,88.883073
7.642547,1001,94.146043
10.240264,1001,98.347081
6.055173,1001,102.496456
6.090892,1001,106.645695
0.184552,56,107.025091
10.327081,1001,111.977002
1.310959,253,113.162319
0.129096,133,113.857138
0.195984,58,114.247482
0.029976,44,114.592794
0.179398,52,114.96683
0.209459,57,115.362854
0.059963,45,115.712935
1.842101,383,117.405854
1.468996,1001,121.552444
0.180632,55,121.928974
11.715022,1001,126.078164
1.456131,233,127.169113
7.193795,1001,132.110303
2.199706,738,135.21486
9.257442,865,138.894688
10.018934,1001,143.069333
2.772956,1001,147.300906
0.272055,69,147.735387
3.83884,600,151.090233
2.299986,1001,155.247104
0.102294,51,155.611566
3.273334,330,157.103427
0.158327,49,157.472034
0.518719,161,158.289124
0.140852,49,158.661391
5.983923,1001,162.830332
1.39562,204,163.804935
8.496861,1001,168.749157
0.404106,153,169.536659
0.409172,87,170.067926
5.550499,794,173.43456
9.680547,1001,177.614532
9.506984,895,181.34888
8.710653,954,186.086455
9.37444,1001,190.276624
2.341115,531,192.562433
12.170262,1001,196.736783
0.212286,58,197.130011
7.753251,976,201.198664
0.114207,49,201.557202
0.969972,175,202.420612
8.542125,1001,207.430471
8.040719,1001,211.608332
7.444845,1001,215.759338
